name,email,date_of_birth,mobile_no,unsuccessful_reason
Megan Morrison,Megan_Morrison@long-weaver.com,03/19/1973,7875155,invalid mobile
Jaime Mcdaniel,Jaime_Mcdaniel@mcclure-brooks.biz,2017/05/19,69676,invalid mobile
Joseph Williams,Joseph_Williams@patterson-flores.biz,28-01-2002,8489027,invalid mobile
Kevin Madden,Kevin_Madden@decker.com,2005-12-26,47551,invalid mobile
Philip Cruz,Philip_Cruz@cohen.net,2007-04-10,2887249,invalid mobile
Andrew Shaw,Andrew_Shaw@lee.biz,27-09-1990,366219,invalid mobile
Jessica Sexton,Jessica_Sexton@anderson.com,2007/02/18,963483,invalid mobile
Stephen Campos,Stephen_Campos@lam.biz,2005/01/23,19488863,invalid email
Robert Griffith,Robert_Griffith@montgomery-roberts.info,08-01-1980,243957,invalid mobile
John Aguilar,John_Aguilar@murphy-zuniga.com,10/19/1953,99521,invalid mobile
Jesus Meyer,Jesus_Meyer@sanford.com,1960/10/03,5316837,invalid mobile
Troy Butler,Troy_Butler@anderson.org,1974/04/05,2780947,invalid mobile
Jody Reed,Jody_Reed@winters-taylor.biz,2015/12/30,27588167,invalid email
Gloria Hartman,Gloria_Hartman@bell.com,1997/02/27,613809,invalid mobile
Melissa Mcbride,Melissa_Mcbride@miller.com,04/24/1990,36671,invalid mobile
Robert Allen,Robert_Allen@boone.com,02/18/1985,61541,invalid mobile
Phillip Evans,Phillip_Evans@clayton-russo.net,1980/03/29,35416,invalid mobile
Philip Banks,Philip_Banks@boyer.com,1996-06-10,70481,invalid mobile
Janet King,Janet_King@collins.biz,30-07-2014,6330059,invalid mobile
Michael Pierce,Michael_Pierce@boyd-griffith.com,1966/11/11,12221,invalid mobile
Joseph Brown,Joseph_Brown@hays.net,2005-04-14,29911,invalid mobile
Richard Martin,Richard_Martin@russell.com,11/22/1965,185529,invalid mobile
Brenda Turner,Brenda_Turner@vance-king.com,03/14/1990,5812899,invalid mobile
Jennifer Conrad,Jennifer_Conrad@white-bennett.com,1997/03/06,7310892,invalid mobile
Catherine Kirk,Catherine_Kirk@miller-mcfarland.com,2013-03-09,20921,invalid mobile
Andrea Gaines,Andrea_Gaines@lewis.net,10/30/1959,6065312,invalid mobile
Madison Nguyen,Madison_Nguyen@butler.info,1979-01-17,635127,invalid mobile
Tony Reese,Tony_Reese@henry-wells.net,23-06-1984,4413606,invalid mobile
Terri Powell,Terri_Powell@hunter-guerra.net,1987-03-07,27151,invalid mobile
David Wells,David_Wells@medina.com,1983-10-30,8094269,invalid mobile
Timothy Mitchell,Timothy_Mitchell@fields.net,1965/03/18,2410829,invalid mobile
Kimberly Oconnor,Kimberly_Oconnor@jones-hanson.com,06/03/1951,134787,invalid mobile
Anthony Smith,Anthony_Smith@jones.biz,1956/03/25,846981,invalid mobile
Roberta Garza,Roberta_Garza@peterson.com,2003-07-06,779787,invalid mobile
Terry Bennett,Terry_Bennett@garcia.com,2012/02/28,16471,invalid mobile
Mrs. Tiffany Gomez,Tiffany_Gomez@reilly-hill.com,07-01-1950,65216,invalid mobile
Katherine Franklin,Katherine_Franklin@richardson.biz,27-08-2010,906189,invalid mobile
Sherry Martin,Sherry_Martin@cross-wright.org,1995/05/04,45471,invalid mobile
Robert Li,Robert_Li@brock.com,2018/11/07,38151,invalid mobile
Jesse Miller,Jesse_Miller@thompson-owens.biz,1961-03-06,854883,invalid mobile
Kevin Jones,Kevin_Jones@moore.org,26-01-1974,122217,invalid mobile
Rhonda Young,Rhonda_Young@knight.com,04-01-1958,53046,invalid mobile
